iteration,loss,loss_coarse,loss_fine,psnr,learning_rate,time_per_iter,rays_per_sec
0,0.3395850658416748,0.12834852933883667,0.21123652160167694,6.752309799194336,0.0004999953948510215,0.21961545944213867,4662.695434106221
1,0.390569806098938,0.18638351559638977,0.2041863054037094,6.899734020233154,0.0004999907897444578,0.1015162467956543,10087.055346532328
2,0.37449467182159424,0.17899394035339355,0.1955007165670395,7.0885162353515625,0.0004999861846803086,0.10551095008850098,9705.153817125942
3,0.3658349812030792,0.1751660406589508,0.19066894054412842,7.197200775146484,0.0004999815796585733,0.10450935363769531,9798.166043107696
4,0.3587230443954468,0.17172133922576904,0.18700170516967773,7.281544208526611,0.0004999769746792518,0.10351228713989258,9892.545400104109
5,0.35498571395874023,0.17048898339271545,0.18449673056602478,7.340113639831543,0.0004999723697423433,0.10602927207946777,9657.71036542176
6,0.3354434370994568,0.16182102262973785,0.17362241446971893,7.603941917419434,0.0004999677648478477,0.10651016235351562,9614.106085025607
7,0.32488518953323364,0.1573830246925354,0.16750216484069824,7.759795665740967,0.0004999631599957647,0.10437226295471191,9811.03571975174
8,0.30432307720184326,0.14872705936431885,0.15559601783752441,8.080015182495117,0.0004999585551860936,0.10450887680053711,9798.210748684816
9,0.2797210216522217,0.13889995217323303,0.14082106947898865,8.513323783874512,0.0004999539504188343,0.10450911521911621,9798.188395845264
10,0.24947494268417358,0.12643826007843018,0.12303668260574341,9.099654197692871,0.0004999493456939861,0.10454678535461426,9794.65792780404
11,0.21846887469291687,0.1136573851108551,0.10481148213148117,9.79591178894043,0.000499944741011549,0.10350775718688965,9892.978341237795
12,0.18250951170921326,0.09529032558202744,0.08721917867660522,10.593880653381348,0.0004999401363715223,0.10450935363769531,9798.166043107696
13,0.18161049485206604,0.09007386863231659,0.09153662621974945,10.384050369262695,0.0004999355317739057,0.10544228553771973,9711.473862482673
14,0.1724225878715515,0.08332251757383347,0.08910006284713745,10.501220703125,0.0004999309272186987,0.10457611083984375,9791.91128620413
15,0.19849005341529846,0.09753303229808807,0.10095702111721039,9.958634376525879,0.0004999263227059012,0.1045079231262207,9798.300161062924
16,0.19374454021453857,0.09634028375148773,0.09740426391363144,10.11422061920166,0.0004999217182355126,0.10506200790405273,9746.625068646717
17,0.2129596769809723,0.10632242262363434,0.10663726180791855,9.72091007232666,0.0004999171138075324,0.10608196258544922,9652.913417539443
18,0.19987918436527252,0.09998549520969391,0.09989368915557861,10.004619598388672,0.0004999125094219605,0.1045229434967041,9796.89210562932
19,0.16861340403556824,0.08418245613574982,0.08443095535039902,10.734983444213867,0.0004999079050787964,0.10558867454528809,9698.009795177377
20,0.16561873257160187,0.0823555588722229,0.08326317369937897,10.795470237731934,0.0004999033007780396,0.10401439666748047,9844.79103670221
21,0.17670953273773193,0.08780732750892639,0.08890219777822495,10.51087474822998,0.0004998986965196898,0.10750794410705566,9524.87751956551
22,0.1763077676296234,0.0877506360411644,0.08855713903903961,10.527764320373535,0.0004998940923037465,0.10435032844543457,9813.098006063832
23,0.1842944622039795,0.09187670797109604,0.09241776168346405,10.342445373535156,0.0004998894881302095,0.10451173782348633,9797.9425213412
24,0.17777112126350403,0.08896093815565109,0.08881017565727234,10.515374183654785,0.0004998848839990783,0.10551309585571289,9704.956448252642
25,0.1678246706724167,0.08412021398544312,0.08370445668697357,10.772514343261719,0.0004998802799103525,0.10651111602783203,9614.020002686126
26,0.17227241396903992,0.08637295663356781,0.0858994573354721,10.66009521484375,0.0004998756758640317,0.1045079231262207,9798.300161062924
27,0.18140271306037903,0.09089487046003342,0.09050785005092621,10.433137893676758,0.0004998710718601156,0.10365796089172363,9878.643098812483
28,0.1750912219285965,0.08765657246112823,0.08743464946746826,10.58316421508789,0.0004998664678986037,0.1055145263671875,9704.824873463485
29,0.17202481627464294,0.08625948429107666,0.08576533198356628,10.66688346862793,0.0004998618639794957,0.10550785064697266,9705.438919671346
30,0.17318513989448547,0.08683644235134125,0.08634869754314423,10.637441635131836,0.0004998572601027911,0.10552024841308594,9704.298609981382
31,0.1871459186077118,0.09360682219266891,0.09353910386562347,10.290068626403809,0.0004998526562684897,0.10354971885681152,9888.969388859341
32,0.17684322595596313,0.08853210508823395,0.08831112831830978,10.539846420288086,0.0004998480524765909,0.10504722595214844,9747.996586472991
33,0.17115424573421478,0.08582207560539246,0.08533217012882233,10.688872337341309,0.0004998434487270945,0.10451030731201172,9798.076633177292
34,0.1609131097793579,0.0805555135011673,0.08035759627819061,10.94973087310791,0.0004998388450199998,0.10451388359069824,9797.74136047066
35,0.18149630725383759,0.09097029268741608,0.09052601456642151,10.432266235351562,0.0004998342413553067,0.10550689697265625,9705.526646901439
36,0.15434597432613373,0.07729263603687286,0.07705333828926086,11.132086753845215,0.0004998296377330148,0.10452032089233398,9797.137927416228
37,0.16722208261489868,0.08371268212795258,0.0835094004869461,10.782647132873535,0.0004998250341531235,0.10450577735900879,9798.501344880215
38,0.18089738488197327,0.09066402912139893,0.09023334830999374,10.446329116821289,0.0004998204306156327,0.1049196720123291,9759.847513435516
